hours_studied,previous_scores,extracurricular_activities,sleep_hours,sample_question_papers_practiced,performance_index,school
7,83,1,5,5,74,D
9,59,1,9,5,58,D
8,83,1,6,4,75,D
5,66,1,4,7,54,D
4,77,1,7,9,62,D
7,98,0,6,1,88,D
5,81,0,4,1,64,D
7,91,0,6,6,81,D
1,95,0,8,8,69,D
1,80,0,6,2,51,D
3,73,1,9,6,52,D
2,78,1,8,2,58,D
2,80,1,4,5,55,D
7,96,1,8,2,86,D
2,83,1,6,0,62,D
4,76,1,8,5,60,D
2,40,0,9,2,15,D
6,93,0,7,0,82,D
8,54,1,8,4,52,E
4,71,0,9,7,57,E
5,47,1,8,7,34,E
4,72,0,5,7,55,E
3,57,1,7,2,39,E
5,84,1,4,7,73,E
9,68,0,9,3,64,E
8,71,1,8,7,67,E
8,72,0,7,2,67,E
8,44,0,4,2,36,E
8,57,1,7,0,52,E
7,87,1,9,7,85,E
8,97,1,5,7,91,E
8,49,0,9,8,42,E
8,75,0,9,5,74,E
7,72,1,4,1,65,E
1,62,1,4,0,36,E
4,79,1,8,7,63,E
4,44,1,6,9,29,E
5,73,1,9,3,60,E
6,63,1,4,6,50,E
4,56,1,9,9,40,E
2,70,0,9,3,48,E
6,46,0,4,0,33,E
8,56,1,5,7,51,E
8,67,1,5,9,64,E
7,77,0,9,8,70,E
6,61,1,5,9,49,E
2,54,0,9,8,33,E
7,76,0,8,8,69,E
5,54,1,4,3,41,E
6,89,0,9,8,79,E
8,89,0,5,3,81,E
8,64,1,5,1,57,E
3,92,1,7,9,73,E
7,60,0,7,2,49,E
1,94,1,5,1,64,E
1,77,0,8,0,49,E
7,41,0,6,5,31,E
9,66,0,9,3,61,E
7,88,0,7,6,81,E
5,71,0,9,6,59,E
8,60,0,7,9,54,E
2,43,1,4,0,18,E
9,83,1,4,8,80,E
6,58,1,5,7,43,E
9,41,1,4,9,39,E
2,65,0,4,0,39,E
3,73,0,6,7,51,E
8,53,0,8,4,49,E
1,54,0,5,0,27,E
7,59,0,6,3,51,E
7,73,1,5,6,64,E
1,75,1,8,4,51,E
9,58,1,5,2,56,E
8,48,0,9,3,46,E
4,46,0,9,1,28,E
5,69,1,9,7,57,E
2,52,0,4,1,28,E
9,66,0,8,5,65,E
6,83,1,6,6,71,E
3,74,0,6,6,54,E
7,52,1,7,0,44,E
9,54,1,6,7,52,E
3,85,1,9,8,71,E
2,95,1,9,6,74,E
7,48,0,7,7,38,E
7,84,0,4,3,75,E
4,62,0,6,7,43,E
9,93,1,8,2,90,E
8,75,0,7,0,69,E
1,92,1,6,7,67,E
1,79,0,4,5,52,E
5,42,0,8,8,27,E
6,73,1,8,2,63,E
3,58,0,4,7,41,E
9,67,1,6,8,67,E
6,62,1,5,8,47,E
4,79,0,6,6,61,E
7,88,0,7,9,82,E
8,84,0,7,2,75,E
9,46,0,6,2,37,E
6,80,1,9,1,68,E
6,51,1,7,0,37,E
8,53,0,5,1,49,E
5,85,0,9,4,73,E
3,54,0,5,0,32,E
3,42,1,8,9,23,E
6,54,0,7,3,43,E
2,90,1,9,9,70,E
6,63,0,6,9,53,E
6,91,0,9,0,81,E
8,85,1,8,9,84,E
7,47,1,5,7,38,E
8,44,0,8,4,40,E
9,90,1,4,9,88,E
6,43,1,7,3,32,E
3,53,0,6,2,31,E
3,55,1,5,8,35,E
1,59,1,8,5,34,E
5,63,0,6,0,49,E
4,45,0,7,7,28,E
9,94,1,6,9,91,E
9,96,0,7,1,90,E
5,70,1,7,8,55,E
4,45,1,7,6,27,E
7,74,1,8,2,67,E
6,54,0,7,3,41,E
4,68,1,6,2,53,E
2,42,1,4,5,15,E
1,50,1,6,8,26,E
4,42,0,8,9,22,E
4,67,0,7,8,48,E
1,49,0,4,0,19,E
6,89,1,8,9,78,E
4,72,1,5,5,53,E
1,87,0,5,0,61,E
1,55,1,5,3,30,E
1,98,1,4,6,70,E
8,49,1,6,3,42,E
8,72,1,4,8,67,E
2,75,0,4,9,51,E
7,42,0,4,4,35,E
8,44,0,5,8,38,E
8,51,1,9,0,44,E
7,96,1,6,3,86,E
5,83,0,9,6,68,E
1,52,0,9,1,25,E
9,63,0,4,8,59,E
7,83,1,6,2,74,E
2,96,0,9,3,73,E
6,71,1,7,3,61,E
2,55,0,4,7,32,E
1,71,1,4,1,41,E
7,84,1,4,4,72,E
2,76,0,7,1,51,E
2,95,1,7,5,72,E
5,75,1,5,8,60,E
5,60,0,8,8,46,E
7,86,0,6,0,77,E
1,51,0,8,3,23,E
8,90,1,4,3,82,E
3,60,1,9,0,37,E
4,99,0,4,9,80,E
9,90,0,9,1,87,E
4,60,1,5,5,41,E
5,82,0,8,9,67,E
7,92,0,4,2,81,E
4,45,1,8,8,30,E
1,48,1,5,2,19,E
9,40,0,8,2,39,E
4,51,1,9,8,34,E
9,97,1,6,2,93,E
6,53,0,5,5,43,E
1,45,0,8,5,21,E
3,40,0,4,0,17,E
2,61,1,7,6,40,E
9,73,0,7,8,68,E
1,95,1,5,8,74,E
9,50,0,7,8,45,E
9,42,1,6,1,38,E
8,81,1,5,0,76,E
8,45,0,4,5,38,E
1,45,1,4,5,18,E
8,59,0,5,3,54,E
3,60,0,7,7,42,E
7,41,1,7,4,31,E
1,65,1,4,6,42,E
1,70,1,6,8,44,E
5,65,0,9,0,54,E
5,95,0,7,8,83,E
8,71,0,6,3,64,E
7,49,0,7,6,38,E
8,62,0,9,3,57,E
6,97,0,5,3,83,E
6,45,1,8,3,34,E
2,62,0,4,5,39,E
6,67,0,5,4,56,E
5,88,0,7,1,76,E
3,69,0,9,8,49,E
6,53,1,4,5,41,E
8,76,1,8,9,69,E
9,94,1,8,5,93,E
1,71,0,9,8,44,E
3,88,0,9,0,73,E
3,73,0,7,6,56,E
8,80,1,4,2,70,E
1,83,0,7,3,56,E
5,90,0,8,0,77,E
3,61,1,5,2,40,E
2,70,1,5,6,47,E
8,46,0,6,5,40,E
3,80,1,8,0,62,E
7,60,0,8,8,57,E
1,55,0,7,3,26,E
6,59,1,6,6,47,E
3,82,0,9,3,59,E
8,83,1,6,6,78,E
6,86,1,4,4,77,E
2,89,0,7,0,67,E
6,58,1,9,3,49,E
7,87,0,9,2,80,E
5,71,0,5,5,54,E
3,54,1,4,5,30,E
4,44,1,6,0,29,E
4,50,1,5,1,31,E
6,54,0,8,1,42,E
1,68,0,7,9,39,E
4,89,0,6,3,70,E
4,84,0,8,8,69,E
1,43,0,9,1,18,E
9,88,0,6,7,89,E
4,75,0,5,0,56,E
7,87,1,4,7,78,E
3,62,0,5,2,44,E
3,54,0,7,4,36,E
8,85,1,7,0,76,E
8,83,0,6,0,79,E
1,42,0,5,5,12,E
2,71,1,4,2,48,E
8,49,0,9,7,46,E
1,79,1,7,3,54,E
8,77,0,4,5,69,E
8,61,0,8,9,56,E
2,53,1,6,8,26,E
4,56,1,4,7,39,E
6,60,0,6,3,48,E
9,90,0,8,9,92,E
8,87,1,4,7,81,E
8,54,0,4,6,46,E
7,97,1,9,4,89,E
9,54,1,8,6,51,E
2,40,1,5,6,16,E
3,63,0,4,9,40,E
8,94,0,9,1,90,E
6,94,0,4,6,83,E
9,51,1,9,2,46,E
4,49,0,7,7,32,E
8,85,1,5,7,82,E
3,81,1,4,8,63,E
3,81,0,8,3,59,E
8,91,0,6,9,89,E
5,70,1,8,2,55,E
3,50,0,5,8,29,E
1,93,1,7,8,68,E
3,55,0,7,1,32,E
9,48,1,7,5,44,E
5,86,0,9,2,75,E
2,53,1,8,4,33,E
7,58,0,6,1,49,E
2,70,1,6,3,47,E
4,48,1,9,2,35,E
7,75,1,4,1,67,E
4,92,1,9,5,77,E
7,78,1,6,2,65,E
7,93,1,6,3,86,E
1,65,0,4,5,40,E
6,47,1,8,4,37,E
9,63,1,8,3,57,E
2,47,0,5,3,23,E
3,58,0,8,1,42,E
5,86,1,7,9,73,E
9,87,0,7,3,88,E
4,69,0,5,7,53,E
1,97,1,6,4,72,E
4,61,1,5,9,47,E
6,94,0,4,9,81,E
5,48,0,5,7,30,E
1,97,0,5,5,68,E
4,97,0,9,9,83,E
6,83,0,7,4,73,E
4,87,0,4,3,67,E
9,43,1,9,9,45,E
5,76,0,4,8,61,E
8,47,1,5,9,43,E
9,40,1,9,4,37,E
5,67,0,9,9,54,E
6,45,1,4,5,29,E
1,86,0,4,6,59,E
7,75,1,8,0,67,E
4,92,0,4,8,73,E
2,50,1,9,7,29,E
5,44,0,6,4,29,E
3,89,1,4,2,67,E
6,63,0,7,4,51,E
8,86,1,8,4,80,E
7,57,1,7,8,48,E
3,59,1,7,6,42,E
8,67,0,6,1,57,E
2,52,0,8,4,31,E
9,44,0,5,8,38,E
4,69,0,9,1,55,E
1,40,0,9,7,16,E
8,61,1,4,2,53,E
7,57,0,9,3,51,E
5,85,0,6,1,72,E
5,44,1,9,8,33,E
7,70,0,6,5,62,E
5,45,0,5,8,30,E
8,66,0,6,7,63,E
6,95,0,5,8,84,E
5,64,0,5,4,49,E
9,68,0,5,5,66,E
2,67,1,6,6,44,E
1,55,0,5,4,30,E
8,93,0,6,0,88,E
3,92,0,8,8,79,E
7,51,1,5,1,41,E
8,59,1,6,6,55,E
6,57,1,6,7,47,E
9,73,1,6,7,72,E
7,94,0,4,0,83,E
5,92,1,4,9,79,E
8,62,0,5,6,56,E
2,84,0,9,8,65,E
7,66,0,8,2,53,E
4,88,1,9,7,73,E
9,56,0,5,7,57,E
1,87,1,7,8,66,E
7,60,0,7,7,52,E
6,89,1,8,4,80,E
8,79,1,8,4,75,E
5,70,0,8,2,57,E
1,42,0,4,5,13,E
1,56,0,4,9,28,E
9,89,1,7,2,85,E
6,97,1,8,1,86,E
5,65,1,6,6,54,E
1,62,0,9,9,36,E
6,45,1,7,2,37,E
6,67,0,8,3,57,E
3,47,1,6,9,25,E
8,94,1,8,7,89,E
1,97,1,5,0,71,E
1,84,0,6,8,56,E
6,47,0,9,5,36,E
1,58,0,5,1,28,E
6,77,1,4,2,66,E
1,68,1,7,4,41,E
6,62,1,8,5,49,E
3,86,1,7,8,71,E
8,71,0,9,1,65,E
6,49,1,8,4,37,E
1,66,1,5,6,41,E
5,88,0,6,6,74,E
8,40,0,6,3,31,E
3,78,0,8,2,57,E
6,68,1,5,7,58,E
5,98,0,8,1,82,E
6,84,1,8,4,74,E
1,42,0,8,9,21,E
7,90,1,6,4,81,E
9,86,1,9,0,87,E
2,76,1,8,6,53,E
5,70,1,6,3,56,E
4,50,1,4,9,35,E
6,61,1,5,1,47,E
6,57,0,4,7,48,E
2,74,1,8,3,52,E
2,45,1,6,0,19,E
4,42,1,5,7,27,E
1,44,1,7,6,22,E
9,48,0,5,2,41,E
7,67,1,5,2,58,E
7,58,1,8,6,49,E
3,67,0,4,1,43,E
3,66,1,4,4,43,E
1,52,0,7,6,27,E
3,77,1,8,5,61,E
3,82,1,5,9,63,E
4,92,0,9,6,77,E
4,60,0,4,1,39,E
3,66,0,4,6,45,E
8,85,1,6,1,77,E
8,45,0,5,6,34,E
1,77,0,8,7,51,E
7,88,1,4,9,82,E
2,50,1,8,7,23,E
1,86,1,5,4,62,E
3,80,0,5,6,60,E
4,92,1,4,7,75,E
6,56,0,7,3,43,E
5,95,0,8,1,82,E
4,78,0,8,6,65,E
8,46,0,6,0,39,E
4,69,1,5,1,50,E
2,60,1,5,9,43,E
3,40,0,4,6,19,E
6,64,0,4,9,49,E
8,71,1,4,0,64,E
8,98,1,6,6,92,E
9,96,0,7,4,93,E
7,47,0,4,2,39,E
2,44,0,4,1,20,E
8,69,0,9,6,61,E
7,90,0,4,8,77,E
8,47,1,6,8,42,E
3,88,0,8,9,72,E
7,58,1,7,9,46,E
9,83,0,8,7,83,E
3,98,1,9,1,84,E
6,94,0,5,0,83,E
2,69,1,5,7,45,E
2,54,1,4,1,31,E
5,75,0,9,3,62,E
5,94,0,8,3,84,E
7,83,1,6,1,76,E
2,66,1,7,3,42,E
7,52,1,8,6,46,E
5,53,0,9,5,38,E
6,76,1,9,9,69,E
8,93,0,8,5,88,E
4,87,0,7,3,70,E
7,69,0,8,1,61,E
6,78,0,8,4,66,E
2,86,0,7,2,63,E
8,52,0,6,2,46,E
9,97,1,9,3,95,E
5,55,1,7,4,41,E
4,83,0,4,1,62,E
6,46,1,4,5,31,E
8,87,1,4,5,81,E
3,94,0,4,7,76,E
1,94,1,5,1,70,E
4,66,0,6,7,51,E
4,84,0,5,7,69,E
1,94,0,8,3,69,E
9,74,0,8,6,71,E
3,54,1,7,6,34,E
5,67,1,4,0,51,E
6,74,0,7,0,60,E
8,46,1,8,7,43,E
6,89,0,4,0,74,E
3,85,0,9,2,62,E
6,89,1,6,5,80,E
1,90,1,8,7,67,E
4,85,0,9,4,65,E
6,59,1,7,4,47,E
7,71,0,9,3,63,E
3,77,0,7,3,57,E
9,79,1,8,6,82,E
7,71,0,5,5,60,E
1,65,1,6,7,38,E
2,97,0,9,5,78,E
1,78,0,9,9,54,E
9,59,0,8,6,59,E
9,57,0,8,9,55,E
7,89,0,7,9,84,E
3,54,1,4,4,32,E
5,91,0,4,5,75,E
4,61,1,4,0,40,E
7,90,1,7,2,85,E
9,61,1,4,7,56,E
2,92,0,8,2,67,E
8,60,1,5,0,56,E
9,41,1,5,2,38,E
9,79,1,5,3,79,E
7,92,0,4,7,81,E
9,82,0,5,8,80,E
9,57,0,9,3,57,E
3,62,0,4,6,38,E
4,52,1,9,0,36,E
2,80,0,8,8,58,E
3,48,1,9,3,28,E
5,88,0,8,8,74,E
5,46,1,7,2,32,E
6,80,0,7,4,68,E
7,93,0,9,0,83,E
7,40,0,6,2,33,E
1,41,0,8,4,15,E
2,43,1,4,5,16,E
9,53,0,6,7,48,E
2,71,0,8,0,45,E
6,75,0,4,2,60,E
1,41,1,8,0,16,E
3,79,0,8,4,61,E
2,89,0,4,7,67,E
3,90,1,8,3,70,E
5,53,1,8,8,40,E
6,59,1,8,5,49,E
9,64,0,7,5,63,E
4,81,1,5,4,63,E
7,88,0,8,9,82,E
6,47,1,4,4,33,E
2,67,0,9,6,41,E
8,85,1,8,7,83,E
7,60,1,7,6,53,E
7,62,1,7,0,53,E
8,71,0,9,0,66,E
1,47,1,8,9,25,E
1,70,0,6,5,44,E
8,76,1,9,2,66,E
4,55,1,5,8,34,E
5,79,1,4,6,67,E
8,81,0,4,1,74,E
5,66,0,4,2,52,E
4,79,0,4,7,64,E
6,80,1,7,0,71,E
5,57,0,5,4,39,E
7,74,0,8,9,66,E
7,88,1,8,0,78,E
4,91,1,6,8,75,E
5,54,0,8,6,37,E
3,92,0,5,4,71,E
4,66,1,8,5,47,E
4,56,0,7,2,37,E
3,79,1,9,2,63,E
5,41,1,8,6,26,E
5,88,0,4,6,71,E
7,89,0,4,6,80,E
4,70,1,9,1,54,E
4,76,0,4,1,57,E
9,80,1,4,4,75,E
6,80,0,7,3,67,E
4,73,1,7,6,57,E
2,73,0,7,2,52,E
6,90,0,8,4,78,E
2,94,1,9,1,72,E
5,98,0,4,0,78,E
6,42,1,6,8,30,E
4,56,0,9,3,40,E
3,53,0,6,7,35,E
7,53,0,4,6,41,E
2,85,0,5,0,61,E
6,77,1,9,9,69,E
4,74,1,8,6,55,E
6,40,0,6,1,24,E
4,87,1,9,2,72,E
4,68,1,9,0,52,E
4,43,0,7,6,26,E
9,72,1,5,2,66,E
7,56,1,7,5,45,E
3,67,0,5,6,47,E
3,89,0,5,2,68,E
6,65,0,8,1,49,E
6,47,0,9,8,37,E
4,73,1,7,8,61,E
9,98,0,7,6,97,E
4,57,1,6,4,38,E
9,70,1,9,3,69,E
4,98,0,4,3,79,E
2,66,1,4,0,45,E
2,55,1,6,3,29,E
5,97,1,5,6,86,E
4,49,0,6,4,29,E
7,79,1,6,8,72,E
5,51,0,7,3,37,E
6,61,0,6,2,51,E
4,55,1,5,5,39,E
2,51,1,4,3,24,E
9,50,0,8,1,47,E
7,59,0,9,4,52,E
4,90,0,6,3,75,E
3,40,0,9,4,18,E
3,66,0,6,8,44,E
9,42,1,9,3,37,E
5,51,0,7,5,37,E
3,69,1,7,3,50,E
5,48,0,9,0,34,E
2,92,1,6,1,68,E
4,93,0,6,5,76,E
2,76,1,5,7,53,E
2,40,1,4,8,16,E
8,81,0,4,3,70,E
1,88,1,8,5,62,E
7,43,0,4,2,33,E
5,54,0,8,8,40,E
8,90,1,7,7,85,E
1,66,1,8,0,43,E
7,47,0,8,1,40,E
5,99,0,4,9,83,E
4,99,0,6,8,86,E
7,62,1,7,9,54,E
2,54,1,5,2,32,E
1,66,0,8,2,40,E
1,70,1,8,9,45,E
1,78,1,9,8,56,E
5,86,1,8,2,71,E
7,47,0,6,9,38,E
2,69,0,5,4,45,E
8,97,1,9,5,93,E
4,94,1,4,2,73,E
3,81,0,7,9,63,E
8,57,1,6,7,54,E
2,43,0,5,1,18,E
3,86,0,7,5,65,E
3,82,0,4,1,64,E
1,61,0,7,8,35,E
6,42,0,9,5,31,E
2,54,0,8,8,26,E
1,74,0,8,3,46,E
2,86,1,6,2,65,E
6,77,0,7,1,72,E
4,72,1,8,7,59,E
6,53,1,6,3,39,E
9,87,1,6,1,85,E
8,40,0,9,8,35,E
1,92,1,6,7,67,E
8,88,0,4,4,78,E
9,65,0,8,7,64,E
6,47,1,8,4,34,E
5,89,1,5,6,70,E
6,55,1,4,4,42,E
6,77,1,8,4,61,E
9,49,0,9,3,45,E
4,81,1,8,4,66,E
2,76,1,5,6,56,E
9,65,1,7,2,63,E
2,67,1,7,3,44,E
9,51,1,4,7,46,E
2,59,0,6,5,34,E
8,88,0,5,7,85,E
9,53,0,5,1,46,E
9,85,1,8,8,84,E
9,74,1,9,6,74,E
2,68,0,8,4,41,E
4,51,0,9,6,30,E
7,91,0,5,1,82,E
2,57,0,6,3,30,E
1,83,1,7,6,59,E
3,41,1,4,1,17,E
4,41,1,9,7,26,E
8,98,0,7,9,94,E
6,56,0,4,9,46,E
2,49,0,6,4,26,E
9,57,1,5,4,54,E
2,61,1,6,7,42,E
5,58,0,9,0,42,E
4,97,1,5,5,80,E
7,92,0,8,1,85,E
8,40,0,4,0,26,E
5,63,0,8,6,52,E
5,75,1,5,3,60,E
2,64,0,4,0,40,E
8,75,0,4,9,68,E
2,70,1,8,5,49,E
6,70,0,4,9,59,E
8,41,0,5,5,32,E
6,58,1,9,2,47,E
4,92,0,9,5,77,E
4,51,0,5,9,36,E
6,49,0,8,8,38,E
4,70,1,6,5,50,E
8,84,0,5,0,77,E
9,61,0,9,9,59,E
1,62,0,5,5,37,E
4,91,1,4,7,72,E
4,62,1,4,6,41,E
2,54,1,5,7,34,E
6,65,0,8,7,54,E
3,42,1,6,8,21,E
7,62,0,4,2,50,E
5,59,1,9,6,49,E
4,84,1,4,5,71,E
5,79,1,9,1,64,E
8,96,1,6,4,90,E
3,78,0,4,2,57,E
7,95,1,8,4,84,E
6,47,0,9,8,36,E
1,57,0,4,7,34,E
7,80,0,4,8,70,E
7,45,1,5,8,39,E
1,66,1,8,7,42,E
9,75,0,8,7,69,E
6,54,1,5,5,44,E
2,76,0,9,5,54,E
5,97,1,7,5,87,E
4,44,1,6,9,28,E
7,78,0,8,5,70,E
8,48,1,7,8,44,E
1,46,0,9,9,23,E
5,80,0,6,0,61,E
3,59,1,8,9,43,E
1,49,1,4,5,22,E
3,65,1,8,7,47,E
6,43,0,6,0,31,E
7,77,1,7,5,71,E
8,63,1,4,8,59,E
4,53,1,6,5,37,E
3,80,1,9,1,58,E
5,40,0,6,0,24,E
9,56,1,8,3,52,E
6,84,0,9,5,74,E
9,63,1,5,9,60,E
6,66,1,5,9,59,E
2,46,1,4,8,20,E
5,48,0,6,4,33,E
9,82,0,7,6,80,E
8,74,1,4,5,67,E
7,97,0,9,5,90,E
1,51,0,4,8,29,E
4,60,1,8,4,44,E
7,42,1,9,1,37,E
7,54,1,7,7,45,E
6,60,1,6,2,50,E
8,49,1,9,8,44,E
6,72,1,6,4,59,E
3,85,0,6,0,60,E
4,98,1,4,3,78,E
3,91,1,8,8,73,E
1,45,1,4,0,20,E
5,41,1,5,7,26,E
1,68,0,5,7,42,E
1,94,0,6,8,71,E
2,79,0,8,8,57,E
4,72,1,9,5,55,E
6,43,1,6,4,29,E
8,98,0,9,6,96,E
3,43,0,6,8,23,E
1,68,1,4,4,42,E
3,76,1,6,2,54,E
3,99,1,6,8,83,E
5,99,1,8,9,91,E
4,59,1,8,0,42,E
4,80,0,9,0,65,E
9,62,1,8,9,60,E
7,84,0,6,3,77,E
4,57,1,8,1,41,E
3,88,0,8,6,67,E
6,64,0,7,1,53,E
3,40,0,7,6,21,E
6,93,1,5,7,82,E
9,54,1,4,7,52,E
6,73,1,4,2,60,E
4,87,0,8,8,71,E
5,59,0,5,9,45,E
6,93,1,5,9,82,E
3,76,0,9,9,57,E
8,66,0,7,5,63,E
4,61,0,5,3,41,E
8,90,0,6,7,84,E
3,44,1,9,3,24,E
7,73,0,8,3,63,E
9,78,1,6,7,79,E
4,42,0,4,3,20,E
8,56,0,7,0,50,E
3,63,1,6,5,43,E
7,63,0,8,7,56,E
3,42,1,6,2,21,E
7,84,1,6,1,76,E
6,46,1,5,5,34,E
2,64,1,7,0,42,E
3,95,1,4,4,78,E
6,42,1,8,5,28,E
4,54,1,9,7,39,E
6,68,0,9,6,56,E
1,89,1,8,5,63,E
1,68,0,4,1,38,E
3,49,0,8,7,29,E
8,71,0,5,7,67,E
8,62,1,9,4,57,E
4,78,1,9,2,63,E
6,48,0,6,7,38,E
8,76,1,5,4,68,E
7,91,0,9,2,82,E
7,79,0,5,8,70,E
4,53,0,5,8,32,E
9,43,1,4,6,43,E
6,59,0,9,7,49,E
3,67,1,7,4,49,E
5,53,0,4,4,36,E
5,83,1,4,4,69,E
5,73,0,5,1,57,E
8,52,1,7,2,47,E
9,70,0,4,7,69,E
9,72,1,7,5,65,E
6,91,1,9,8,84,E
6,78,1,5,6,66,E
9,67,0,4,5,60,E
4,64,0,7,3,44,E
6,71,0,8,6,61,E
4,48,1,4,3,30,E
1,67,1,4,6,39,E
7,97,0,4,4,85,E
6,70,0,7,1,58,E
9,56,1,6,6,53,E
7,92,0,9,7,86,E
7,62,1,4,9,55,E
2,52,1,8,1,32,E
9,94,1,8,5,94,E
9,49,0,5,3,41,E
6,55,1,6,4,43,E
3,45,0,6,0,25,E
1,87,1,7,5,64,E
4,50,0,5,7,37,E
3,97,0,7,1,79,E
1,91,1,5,0,62,E
3,42,1,9,8,21,E
4,67,1,6,1,49,E
8,80,1,9,7,77,E
9,54,0,7,4,50,E
3,99,0,5,1,79,E
6,52,0,6,4,35,E
5,81,0,6,8,66,E
6,91,0,4,5,74,E
4,95,1,7,2,77,E
6,84,1,4,7,72,E
7,56,0,6,0,48,E
9,46,1,7,8,42,E
7,67,1,7,8,59,E
6,77,1,9,3,66,E
1,52,1,8,7,27,E
2,99,1,5,2,75,E
1,56,1,8,5,31,E
9,54,0,8,9,51,E
9,75,1,6,9,74,E
7,67,1,9,7,63,E
2,54,0,5,8,31,E
6,85,0,8,7,79,E
4,92,0,8,8,77,E
1,50,1,7,3,26,E
1,95,0,6,9,69,E
5,70,1,8,0,56,E
2,43,0,5,6,18,E
4,74,1,4,9,55,E
1,73,1,4,3,45,E
4,91,0,6,0,74,E
6,66,1,4,2,56,E
4,49,1,7,6,34,E
1,69,1,7,2,44,E
7,84,1,5,0,73,E
2,59,0,9,6,38,E
9,68,0,6,7,64,E
3,97,0,6,4,75,E
8,92,1,4,5,84,E
8,68,0,8,2,62,E
3,62,0,8,4,41,E
4,96,1,9,2,81,E
2,89,0,8,1,66,E
4,60,0,9,6,45,E
9,87,0,5,9,84,E
2,82,1,6,6,60,E
3,49,0,4,7,26,E
4,80,0,5,0,64,E
5,51,0,7,1,32,E
1,69,1,7,1,48,E
7,90,1,7,2,83,E
7,72,0,9,6,62,E
9,57,0,9,6,55,E
4,53,0,6,6,36,E
6,61,1,7,0,52,E
2,60,1,9,1,35,E
4,40,0,9,7,21,E
2,88,0,8,8,67,E
5,82,1,9,9,71,E
7,91,1,7,6,87,E
1,99,0,5,0,70,E
7,54,1,7,3,43,E
6,75,0,8,9,69,E
6,86,0,7,7,75,E
8,93,1,4,4,85,E
8,61,0,8,0,56,E
6,71,0,6,6,55,E
3,97,0,7,5,78,E
5,85,0,9,8,71,E
2,93,0,5,3,68,E
5,72,0,7,3,60,E
9,97,0,5,7,95,E
1,80,1,4,3,51,E
5,98,1,6,2,84,E
6,78,0,9,6,68,E
7,62,1,8,4,54,E
9,82,0,8,8,79,E
6,94,0,6,4,83,E
5,41,1,4,8,28,E
7,41,0,4,5,31,E
1,77,0,7,5,50,E
5,94,1,4,5,79,E
2,90,1,7,6,64,E
4,68,1,5,3,53,E
7,91,1,6,3,81,E
5,85,1,5,8,70,E
6,99,1,5,6,85,E
2,42,0,5,9,20,E
3,78,1,5,5,60,E
7,46,1,8,0,36,E
2,75,0,4,6,49,E
6,68,0,6,5,56,E
5,94,1,6,3,79,E
1,76,0,9,7,53,E
4,88,0,5,6,70,E
2,97,0,6,7,74,E
4,75,0,7,8,60,E
1,62,0,6,0,32,E
2,84,0,5,2,59,E
8,55,0,6,1,48,E
6,87,1,4,2,74,E
2,70,0,5,1,46,E
6,73,1,8,5,63,E
9,89,0,4,8,87,E
7,40,0,6,1,29,E
9,57,1,8,3,51,E
5,97,0,9,4,81,E
7,79,0,4,4,70,E
7,82,1,9,0,75,E
3,95,0,7,5,75,E
7,95,0,4,4,85,E
1,54,1,8,5,28,E
9,87,1,9,3,84,E
6,88,0,7,5,76,E
5,56,1,9,8,43,E
7,83,0,6,0,73,E
5,49,0,5,5,33,E
5,59,1,9,0,45,E
7,45,1,6,6,38,E
7,47,1,5,3,39,E
3,84,1,5,5,67,E
3,73,0,8,6,53,E
3,71,1,7,4,50,E
6,90,1,7,8,80,E
6,93,0,4,7,80,E
3,81,0,6,2,60,E
3,43,0,8,0,23,E
8,83,0,9,9,80,E
8,89,0,6,7,83,E
7,78,0,9,3,72,E
4,59,0,9,6,46,E
4,63,0,9,3,45,E
3,63,0,4,6,42,E
5,94,1,4,0,78,E
3,65,1,8,0,43,E
8,64,0,4,1,55,E
7,75,1,8,4,67,E
3,46,0,4,9,28,E
9,49,0,7,5,48,E
5,97,0,8,1,81,E
9,86,0,7,0,84,E
7,51,1,7,8,41,E
7,40,1,8,6,31,E
6,91,0,6,7,83,E
2,89,1,5,5,70,E
9,64,1,4,8,57,E
6,55,0,9,7,45,E
8,44,0,4,3,37,E
1,58,1,9,4,33,E
5,43,1,6,1,28,E
1,45,0,5,0,16,E
8,65,0,6,5,60,E
8,88,1,5,2,81,E
1,78,0,8,3,54,E
9,95,0,8,0,94,E
2,94,0,9,5,74,E
9,78,1,7,7,76,E
1,48,1,7,9,19,E
9,84,0,9,3,83,E
4,91,1,8,9,73,E
9,53,0,9,7,52,E
7,87,1,7,9,81,E
6,94,1,9,2,84,E
5,48,1,8,6,35,E
9,54,0,6,2,53,E
2,76,0,4,5,55,E
2,89,0,8,3,66,E
9,92,1,9,5,87,E
3,59,0,8,6,43,E
8,47,0,8,7,39,E
9,71,0,7,5,68,E
8,86,0,9,3,81,E
4,60,1,7,8,45,E
1,96,0,9,6,75,E
4,80,0,7,8,64,E
9,58,1,7,2,54,E
2,68,0,6,4,45,E
3,97,1,8,0,75,E
8,70,1,6,7,64,E
6,93,1,7,0,81,E
8,45,0,6,0,39,E
7,43,1,8,6,38,E
5,82,1,8,7,72,E
9,68,1,7,2,67,E
4,81,0,8,1,66,E
6,42,1,6,6,32,E
2,40,1,5,9,17,E
2,83,1,8,4,59,E
2,94,0,6,0,70,E
7,54,1,6,1,41,E
2,86,1,6,2,62,E
2,60,0,8,5,38,E
